headline,rank,scraped_at,source,topic_name
6 takeaways from the Supreme Court opinion that ended Roe v. Wade,2,2022-06-25 01:01:05.561244+00:00,washingtonpost,Roe Wade Justices
The Thirty Years' War to build an anti-Roe majority on the Supreme Court,2,2022-06-26 01:00:46.245684+00:00,washingtonexaminer,Roe Wade Justices
AOC goes ballistic after Supreme Court curtails EPA power,2,2022-07-01 01:00:25.505605+00:00,foxnews,Epa Climate Court Supreme
The Morning: The Supreme Court has made it harder for the U.S. to fight climate change.,2,2022-07-01 14:00:36.817104+00:00,nytimes,Epa Climate Court Supreme
How Did Roe Fall? Before a Decisive Ruling Came a Powerful Red Wave.,2,2022-06-26 14:00:38.804684+00:00,nytimes,Roe America
"How did Roe fall? Before the decisive ruling, a powerful red wave began the process 12 years ago.",2,2022-06-26 01:00:37.217965+00:00,nytimes,Roe America
"Read the majority decision overruling Roe, written by Justice Samuel Alito, with notes from our reporters.",2,2022-06-25 01:00:44.957756+00:00,nytimes,Roe America
Roe’s gone. Now antiabortion lawmakers want more.,2,2022-06-26 01:00:53.511326+00:00,washingtonpost,Roe America
"Three women lived in a time without Roe, and the early years after it. Their experiences mimic the present fight.",2,2022-06-28 01:00:35.639327+00:00,nytimes,Roe America
Cartoonists passionately take on the Supreme Court’s abortion decision,2,2022-06-28 14:00:56.567271+00:00,washingtonpost,Court Abortion Ruling Supreme
"Abortion Ruling Highlights Diverging Paths of Roberts, Alito",2,2022-06-25 14:01:21.960605+00:00,wsj,Court Abortion Ruling Supreme
The Supreme Court marked a historic day with the release of its opinion on the abortion case. Here’s what happened on Friday.,2,2022-06-25 14:00:34.437725+00:00,nytimes,Court Abortion Ruling Supreme
"In wake of abortion ruling, two senators urge Biden to declare a public health emergency. More protests are expected.",2,2022-06-25 14:01:00.246474+00:00,cnn,Biden Administration Abortion
Ruling Upends Abortion Landscape for American Women,2,2022-06-25 01:01:15.350463+00:00,wsj,America Appalling World Told
Ketanji Brown Jackson sworn in as first Black woman on Supreme Court,2,2022-07-01 01:00:54.765161+00:00,washingtonpost,Jackson Ketanji Brown
breaking Biden calls for dropping filibuster rules to put abortion rights into law ,2,2022-06-30 14:00:41.243470+00:00,cnn,Filibuster Abortion Rights
The Final Days of Mississippi’s Last Abortion Clinic,2,2022-06-27 01:00:36.463023+00:00,nytimes,Abortion Clinic County
"Lawsuits have been filed to halt or delay abortion bans, with judges in Louisiana and Utah temporarily blocking laws.",2,2022-06-28 14:00:37.342855+00:00,nytimes,Utah Block Abortion Ban Sues
Utah judge allows abortions to resume after Planned Parenthood sues,2,2022-06-28 01:00:52.936111+00:00,washingtonpost,Utah Block Abortion Ban Sues
DeSantis vows to appeal abortion ruling up to Florida Supreme Court,2,2022-07-01 14:00:53.050005+00:00,washingtonexaminer,Appeal Desantis Vows Abortion
Liberals rage over Kamala Harris' tweet addressing Roe ruling,2,2022-06-27 14:00:21.237672+00:00,foxnews,Kamala Harris Tweet
"Washington state police will not comply with out-of-state agency requests for abortion-related information, governor says ",3,2022-07-01 14:00:37.773375+00:00,cnn,States Abortion Banned
The Chief Justice apparently never had momentum against the five anti-Roe justices and was outmaneuvered by them,3,2022-06-26 14:01:23.642074+00:00,cnn,Roe Wade Justices
How the Roe v. Wade ruling evolved: A behind-the-scenes visual tour,3,2022-06-27 14:01:28.742645+00:00,washingtonpost,Roe Wade Justices
The chief justice tried to avoid confronting Roe but apparently was outmaneuvered by the five justices who voted to overturn it,3,2022-06-27 01:01:08.806617+00:00,cnn,Roe Wade Justices
"Hollywood elite erupt, point finger after Supreme Court overturns Roe v. Wade",3,2022-06-25 01:00:25.705523+00:00,foxnews,Roe Wade Justices
'Devastating': See ex-EPA administrator's reaction to Supreme Court's ruling,3,2022-07-01 01:00:38.076618+00:00,cnn,Epa Climate Court Supreme
"Decades Ago, Alito Laid Out Methodical Strategy to Eventually Overrule Roe",3,2022-06-26 01:00:37.217965+00:00,nytimes,Roe America
"Biden says America is leading. On abortion, Europeans disagree.",3,2022-06-27 01:01:24.602635+00:00,washingtonpost,Biden Administration Abortion
Crowd gathers outside Thomas home to protest abortion ruling,3,2022-06-25 01:00:54.355291+00:00,washingtonexaminer,Pro Choice Arrested
Research has revealed who gets abortions in America. (From December 2021.),3,2022-06-27 14:00:31.100726+00:00,nytimes,America Appalling World Told
"Ketanji Brown Jackson became the nation’s 116th Supreme Court justice, replacing Justice Stephen Breyer.",3,2022-07-01 01:00:36.239844+00:00,nytimes,Jackson Ketanji Brown
Explainer: What changes after the U.S. Supreme Court's landmark gun ruling? ,3,2022-06-25 01:01:50.376738+00:00,reuters,Gun Ruling Laws
Democrats are panicking because Roe was never as popular as they pretended,3,2022-06-28 01:00:45.244939+00:00,washingtonexaminer,Democrats Roe Levin Mark
Employers Weigh In on Abortion and Benefits—Cautiously,3,2022-06-25 14:01:21.960605+00:00,wsj,Companies Travel Abortion Benefits
Supreme Court Says High School Coach Can Pray on Field,3,2022-06-28 01:00:59.238389+00:00,wsj,Coach Football High School
Surge in U.S. demand for Dutch abortion pills after Roe v. Wade decision ,3,2022-07-01 01:01:35.457163+00:00,reuters,Abortion Pills Demand Rite Aid
"Demand for abortion pills has surged, setting the stage for new legal battles.",3,2022-06-27 01:00:36.463023+00:00,nytimes,Abortion Pills Demand Rite Aid
"She wanted an abortion. Now, she has twins.",3,2022-06-28 01:00:52.936111+00:00,washingtonpost,Wanted Twins
"Outside the court, a woman recalls the abortion she needed but didn’t want",3,2022-06-25 14:01:15.739161+00:00,washingtonpost,Wanted Twins
Analysis: Roe decision triggers fear over court's next moves,3,2022-06-27 14:01:11.238075+00:00,cnn,Post Roe Ruling Calm
Century-Old State Laws Could Determine Where Abortion Is Legal,4,2022-06-25 14:00:34.437725+00:00,nytimes,States Abortion Banned
Where Abortion Is Legal and Where It Loses Protections,4,2022-06-25 01:01:15.350463+00:00,wsj,States Abortion Banned
"live updates Following Roe v. Wade repeal, a 19th century law banning abortion is now in effect in Wisconsin",4,2022-06-26 14:01:23.642074+00:00,cnn,States Abortion Banned
Governors looking at ways to protect abortion rights as nation adjusts to Supreme Court's reversal of Roe v. Wade,4,2022-06-27 01:01:08.806617+00:00,cnn,States Abortion Banned
Opinion: Supreme Court deals a massive blow to the planet,4,2022-07-01 01:00:38.076618+00:00,cnn,Supreme Court
"Roe v Wade ruling disproportionately hurts Black women, experts say ",4,2022-06-27 14:01:25.300241+00:00,reuters,Roe Wade Justices
Pop star dedicates explicit song to justices who voted to overturn Roe,4,2022-06-27 01:00:26.601010+00:00,foxnews,Roe Wade Justices
"At finish line, U.S. Supreme Court readies climate, immigration rulings ",4,2022-06-30 14:01:42.725913+00:00,reuters,Epa Climate Court Supreme
The Supreme Court ruled that President Biden may end a policy that forces some asylum seekers to await approval in Mexico.,4,2022-07-01 01:00:36.239844+00:00,nytimes,Epa Climate Court Supreme
Opinion: Fall of Roe is only the beginning of what comes next,4,2022-06-28 01:00:36.130508+00:00,cnn,Roe America
Opinion: Why codifying Roe will land right back at SCOTUS,4,2022-07-01 14:00:37.773375+00:00,cnn,Roe America
Analysis: The decision on abortion exposed internal divisions and posed questions about how far the Supreme Court will go.,4,2022-06-26 01:00:37.217965+00:00,nytimes,Court Abortion Ruling Supreme
Biden hosting governors at WH to discuss abortion,4,2022-06-30 14:00:50.737038+00:00,washingtonexaminer,Biden Administration Abortion
Pelosi receives Communion at Vatican despite pro-abortion rights stance,4,2022-06-29 14:00:45.469797+00:00,washingtonexaminer,Democrats Midterms Abortion
Protests underway in multiple cities in wake of abortion decision,4,2022-06-25 01:00:42.106363+00:00,cnn,Pro Choice Arrested
Scare at AZ Capitol as abortion protesters disrupt Senate,4,2022-06-25 14:01:08.347387+00:00,washingtonexaminer,Senate Opponent State Assaulted
"Rioting over abortion threatened Arizona Senate, caused 'criminal damage': Authorities",4,2022-06-26 01:00:46.245684+00:00,washingtonexaminer,Senate Opponent State Assaulted
Legal clashes await U.S. companies covering workers' abortion costs ,4,2022-06-26 14:01:42.817641+00:00,reuters,Companies Travel Abortion Benefits
The most common abortion procedures and at what point they occur in a pregnancy,4,2022-06-26 01:00:53.511326+00:00,washingtonpost,Landscape New Confront Providers
National Right to Life eyes medication abortion restrictions,5,2022-06-28 01:00:36.130508+00:00,cnn,States Abortion Banned
U.S. abortion ruling ignites legal battles over state bans ,5,2022-06-28 01:01:33.928326+00:00,reuters,States Abortion Banned
Analysis: Unpopular Supreme Court made unpopular decision,5,2022-06-27 14:01:11.238075+00:00,cnn,Supreme Court
State Judges in Spotlight After High Court Overrules Roe v. Wade,5,2022-06-29 01:00:57.082317+00:00,wsj,Roe Wade Justices
Explainer: Will U.S. Supreme Court EPA ruling rein in federal regulators? ,5,2022-07-01 01:01:35.457163+00:00,reuters,Epa Climate Court Supreme
More news and analysis about post-Roe America >,5,2022-06-27 01:01:24.602635+00:00,washingtonpost,Roe America
Abortion ruling casts cloud over usual cheer at U.S. Pride parades ,5,2022-06-27 01:02:06.167469+00:00,reuters,Pride Fireworks July Parade
Analysis: Supreme Court Throws Abortion to an Unlevel State Playing Field,5,2022-06-26 01:00:37.217965+00:00,nytimes,Court Abortion Ruling Supreme
"Biden 'respects' Supreme Court despite abortion ruling, White House says ",5,2022-06-26 01:01:40.021496+00:00,reuters,Biden Administration Abortion
Democrats Focus on Abortion Fight in Upcoming Elections,5,2022-06-25 01:01:15.350463+00:00,wsj,Democrats Midterms Abortion
181 arrested at abortion protest near Supreme Court,5,2022-07-01 01:00:46.666350+00:00,washingtonexaminer,Pro Choice Arrested
Hundreds of men who have been affected by abortion reached out to The Times. Here are their stories.,5,2022-06-26 14:00:38.804684+00:00,nytimes,America Appalling World Told
Jackson to join U.S. Supreme Court on Thursday as Breyer departs ,5,2022-06-30 01:01:36.293582+00:00,reuters,Jackson Ketanji Brown
'Abject failure': Abortion rights movement fractures over post-Roe future ,5,2022-06-25 01:01:50.376738+00:00,reuters,Pro Life Movement
Biden says he supports overriding filibuster to protect abortion rights ,5,2022-06-30 14:01:42.725913+00:00,reuters,Filibuster Abortion Rights
These US companies will cover travel costs for employees who need an abortion,5,2022-06-26 14:01:23.642074+00:00,cnn,Companies Travel Abortion Benefits
Abortion pills sales rise following Roe v. Wade overturn,5,2022-06-28 01:00:24.770815+00:00,foxnews,Abortion Pills Demand Rite Aid
Supreme Court returns abortion rights to states,5,2022-06-27 01:00:26.601010+00:00,foxnews,Appeal Desantis Vows Abortion
“It’s become real”: The abortion decision scrambled midterm races.,5,2022-06-25 14:00:34.437725+00:00,nytimes,Rape Noem Abortion Decision Wonderful Day
"Churches Move Cautiously, Call for Calm Post-Roe",5,2022-06-27 01:01:31.066882+00:00,wsj,Post Roe Ruling Calm
DHS warns of potential violent extremist activity after Roe ruling,5,2022-06-25 01:00:42.106363+00:00,cnn,Post Roe Ruling Calm
U.S.-China Competition Zeroes In on Growth,5,2022-07-01 14:01:07.401061+00:00,wsj,China Higher Education Despite Closure Competition
U.S. tech industry frets about handing data to states prosecuting abortion ,6,2022-06-25 01:01:50.376738+00:00,reuters,States Abortion Banned
The New York Times is tracking the status of abortion laws in each state.,6,2022-06-25 01:00:44.957756+00:00,nytimes,States Abortion Banned
Chasm opens between states over abortion pills and out-of-state care,6,2022-06-26 01:00:53.511326+00:00,washingtonpost,States Abortion Banned
"cnn investigates Their states banned abortion, but these prosecutors vow not to prosecute it",6,2022-06-30 14:00:41.243470+00:00,cnn,States Abortion Banned
Emboldened Supreme Court majority shows it’s eager for change,6,2022-06-26 14:01:40.405867+00:00,washingtonpost,Supreme Court
"These justices said Roe was settled precedent, then voted to overturn it",6,2022-06-25 14:01:15.739161+00:00,washingtonpost,Roe Wade Justices
Opinion: Roe was very bad for America,6,2022-06-27 14:01:11.238075+00:00,cnn,Roe America
Analysis: The audacious tone of the Roe ruling is breathtaking,6,2022-06-25 14:01:00.246474+00:00,cnn,Roe America
"Democratic women call on Biden, Congress to protect abortion rights ",6,2022-06-27 01:02:06.167469+00:00,reuters,Biden Administration Abortion
Biden administration signals fight over medication abortion ,6,2022-06-25 14:01:37.057745+00:00,reuters,Biden Administration Abortion
Capitol Police arrest two protesters outside Supreme Court,6,2022-06-26 14:01:31.839384+00:00,washingtonexaminer,Pro Choice Arrested
"U.S. abortion ruling ‘horrific’, ‘appalling,’ world leaders say",6,2022-06-25 01:01:05.561244+00:00,washingtonpost,America Appalling World Told
Ketanji Brown Jackson sworn in as first Black woman on U.S. Supreme Court ,6,2022-07-01 01:01:35.457163+00:00,reuters,Jackson Ketanji Brown
Ketanji Brown Jackson to be sworn in as first Black woman on U.S. Supreme Court ,6,2022-06-30 14:01:42.725913+00:00,reuters,Jackson Ketanji Brown
Biden Supports Filibuster Exception for Abortion Rights,6,2022-07-01 01:01:01.368489+00:00,wsj,Filibuster Abortion Rights
"Manchin, Sinema dash Biden hopes for filibuster change on abortion rights ",6,2022-07-01 14:01:39.244800+00:00,reuters,Filibuster Abortion Rights
Supreme Court rules in favor of former high school football coach after refusing to stop a post-game prayer,6,2022-06-28 01:00:24.770815+00:00,foxnews,Coach Football High School
Losing abortion clinic in Dobbs fully booked,6,2022-06-26 01:00:46.245684+00:00,washingtonexaminer,Abortion Clinic County
Florida Judge Will Temporarily Block 15-Week Abortion Ban,6,2022-07-01 01:00:36.239844+00:00,nytimes,Utah Block Abortion Ban Sues
Dealbook: Businesses are bracing for the political and social fight post-Roe.,6,2022-06-26 14:00:38.804684+00:00,nytimes,Post Roe Ruling Calm
SD governor says state's abortion ban won't be changed by Roe,7,2022-06-27 01:01:16.740260+00:00,washingtonexaminer,States Abortion Banned
"State abortion bans that were long dormant, some from before the Civil War, may be resurrected after the court’s ruling.",7,2022-06-26 01:00:37.217965+00:00,nytimes,States Abortion Banned
Where every state stands on abortion in wake of Roe being overturned,7,2022-06-25 01:00:54.355291+00:00,washingtonexaminer,States Abortion Banned
"Their states banned abortion, but these prosecutors vow not to prosecute it",7,2022-06-30 01:00:36.012545+00:00,cnn,States Abortion Banned
US allies express dismay at 'appalling' Supreme Court decision,7,2022-06-25 01:00:42.106363+00:00,cnn,Supreme Court
Analysis: Historically unpopular Supreme Court made a historically unpopular decision,7,2022-06-27 01:01:08.806617+00:00,cnn,Supreme Court
The Supreme Court declares war on modern America,7,2022-06-27 01:01:24.602635+00:00,washingtonpost,Supreme Court
Jonathan Morris on Supreme Court overturning Roe v Wade: Those who prayed 'persevered',7,2022-06-26 14:00:27.740719+00:00,foxnews,Roe Wade Justices
Trump takes victory lap after Supreme Court overturns Roe,7,2022-06-26 14:01:31.839384+00:00,washingtonexaminer,Roe Wade Justices
Analysis: Trump's justices decisive in long campaign to overturn Roe v. Wade ,7,2022-06-25 01:01:50.376738+00:00,reuters,Roe Wade Justices
The Morning: How the Supreme Court’s abortion ruling will transform American life and politics.,7,2022-06-25 14:00:34.437725+00:00,nytimes,Court Abortion Ruling Supreme
"Analysis: After abortion, conservative U.S. justices take aim at other precedents ",7,2022-07-01 14:01:39.244800+00:00,reuters,Court Abortion Ruling Supreme
Rep. Maxine Waters: Americans will 'defy' Supreme Court following abortion ruling,7,2022-06-28 01:00:24.770815+00:00,foxnews,Court Abortion Ruling Supreme
"Biden unlikely to meet bold Democrat demands after abortion ruling, sources say ",7,2022-06-30 14:01:42.725913+00:00,reuters,Biden Administration Abortion
President Biden condemned the Supreme Court and endorsed ending the filibuster to codify abortion rights.,7,2022-07-01 01:00:36.239844+00:00,nytimes,Filibuster Abortion Rights
"As Republicans celebrate end of Roe, Democrats vow revenge at polls ",7,2022-06-25 01:01:05.561244+00:00,washingtonpost,Democrats Roe Levin Mark
Companies Reimbursing Expenses for Abortion Risk Blowback,7,2022-06-25 01:01:15.350463+00:00,wsj,Companies Travel Abortion Benefits
‘This trauma started for me in the womb but it played out in my life’: Abortion survivor,7,2022-06-25 14:00:25.790349+00:00,foxnews,Trauma Abortion
"My miscarriage looked like an abortion. Today, I would be a suspect.",7,2022-06-29 14:00:53.621496+00:00,washingtonpost,Trauma Abortion
CNN reporter describes tense scene outside abortion clinic,7,2022-06-25 14:01:00.246474+00:00,cnn,Trauma Abortion
Americans are now facing a new abortion landscape as a patchwork of laws begins to take hold.,7,2022-06-26 14:00:38.804684+00:00,nytimes,Landscape New Confront Providers
GOP lawmaker calls Roe ruling ‘victory for white life’ as Trump rally cheers,7,2022-06-26 14:01:40.405867+00:00,washingtonpost,White Life Victory Lawmaker
Abortion now banned by trigger laws in several states,8,2022-06-25 14:00:25.790349+00:00,foxnews,States Abortion Banned
"In post-Roe U.S., abortion providers seek licenses across state lines ",8,2022-06-25 14:01:37.057745+00:00,reuters,States Abortion Banned
Can women be banned from traveling to other states to get an abortion?,8,2022-06-25 14:00:34.437725+00:00,nytimes,States Abortion Banned
The 13 states with abortion trigger bans,8,2022-06-25 14:01:08.347387+00:00,washingtonexaminer,States Abortion Banned
The Supreme Court’s crisis of legitimacy,8,2022-06-30 14:00:59.569053+00:00,washingtonpost,Supreme Court
The Supreme Court ends a disastrous term by gutting climate change rules,8,2022-07-01 01:00:54.765161+00:00,washingtonpost,Epa Climate Court Supreme
Supreme Court abortion ruling a 'huge victory for rule of law': Carrie Severino,8,2022-06-25 01:00:25.705523+00:00,foxnews,Court Abortion Ruling Supreme
House Democrats advance bill with federal funding for abortions,8,2022-07-01 01:00:46.666350+00:00,washingtonexaminer,Democrats Midterms Abortion
Ketanji Brown Jackson Is Sworn In as Supreme Court Justice,8,2022-07-01 01:01:01.368489+00:00,wsj,Jackson Ketanji Brown
"Biden signs gun safety bill into law, takes swipe at Supreme Court ",8,2022-06-26 01:01:40.021496+00:00,reuters,Biden Signs Gun Bill
Advocates sue states over trigger laws enacted following Roe reversal,8,2022-06-28 01:00:45.244939+00:00,washingtonexaminer,Texas Sodomy Personal Defend
Who Will Help Care for Texas’ Post-Roe Babies?,8,2022-07-01 14:00:36.817104+00:00,nytimes,Texas Sodomy Personal Defend
Hear vow from anti-abortion activist after ruling,8,2022-06-25 01:00:42.106363+00:00,cnn,Pro Life Movement
Supreme Court Sides With Coach Over Prayers on 50-Yard Line,8,2022-06-28 01:00:35.639327+00:00,nytimes,Coach Football High School
Analysis: Abortion pills over the counter? Experts see big hurdles in widening U.S. access ,8,2022-06-25 01:01:50.376738+00:00,reuters,Abortion Pills Demand Rite Aid
Brett Kavanaugh gave private assurances on Roe v. Wade. Senator Susan Collins said he “misled” her.,8,2022-06-26 01:00:37.217965+00:00,nytimes,Kavanaugh Collins Private Assurances Susan
U.S. Supreme Court throws out rulings that invalidated abortion laws ,8,2022-07-01 01:01:35.457163+00:00,reuters,Appeal Desantis Vows Abortion
Wisconsin governor vows to give doctors clemency if prosecuted under state abortion ban,9,2022-06-28 01:00:45.244939+00:00,washingtonexaminer,States Abortion Banned
Here are the major Supreme Court decisions in 2022 so far.,9,2022-06-28 01:00:35.639327+00:00,nytimes,Supreme Court
The radical conservative majority’s damage to the Supreme Court cannot be undone,9,2022-06-25 01:01:05.561244+00:00,washingtonpost,Supreme Court
"Calls to impeach anti-Roe justices unwarranted, legal experts say",9,2022-06-30 14:00:50.737038+00:00,washingtonexaminer,Roe Wade Justices
AOC calls Roe v. Wade's overturning 'a crisis of our democracy',9,2022-06-27 01:01:16.740260+00:00,washingtonexaminer,Roe Wade Justices
Roe v. Wade ruling making left 'unhinged': Radio host,9,2022-06-25 14:00:25.790349+00:00,foxnews,Roe Wade Justices
Opinion: Roe was bad for America. This is a chance to reset,9,2022-06-25 01:00:42.106363+00:00,cnn,Roe America
"For conservative Christians, ending Roe was a spiritual victory that came after a decades-long campaign.",9,2022-06-26 01:00:37.217965+00:00,nytimes,Roe America
SCOTUS justices followed law on abortion: Terrell,9,2022-06-25 01:00:25.705523+00:00,foxnews,Court Abortion Ruling Supreme
White House prepares to fight states over abortion pill ,9,2022-06-26 01:01:40.021496+00:00,reuters,Democrats Midterms Abortion
VIDEO: RI candidate says opponent assaulted her at Roe rally,9,2022-06-26 01:00:46.245684+00:00,washingtonexaminer,Senate Opponent State Assaulted
"'Pro-mom, pro-baby, pro-life': People at anti-abortion convention celebrate Roe's downfall and focus on 'long battle ahead'",9,2022-06-26 01:00:36.552060+00:00,cnn,Pro Life Movement
Pro-life clinics targeted nationwide after Supreme Court overturns Roe v. Wade,9,2022-06-26 14:00:27.740719+00:00,foxnews,Pro Life Movement
U.S. Supreme Court endorses football coach's on-field prayers ,9,2022-06-28 01:01:33.928326+00:00,reuters,Coach Football High School
"In an empty Oklahoma abortion clinic, staff cling to hope ",9,2022-06-25 01:01:50.376738+00:00,reuters,Abortion Clinic County
See how far the nearest abortion clinic is from your county,9,2022-07-01 14:00:37.773375+00:00,cnn,Abortion Clinic County
"A Florida judge will temporarily block the state’s 15-week abortion ban, which was due to take effect today.",9,2022-07-01 14:00:36.817104+00:00,nytimes,Utah Block Abortion Ban Sues
Americans look north and south for abortion access in post-Roe world ,9,2022-06-29 14:01:45.906852+00:00,reuters,Landscape New Confront Providers
live updates Gov. Noem defends position against abortions even in case of rape or incest,9,2022-06-27 01:01:08.806617+00:00,cnn,Rape Noem Abortion Decision Wonderful Day
Supreme Court resurrects Louisiana map in victory for Republicans,9,2022-06-29 01:00:41.360001+00:00,washingtonexaminer,Louisiana Map Republican Bid Resurrects
Republican-led states move quickly to ban abortion after SCOTUS ruling,10,2022-06-25 14:01:00.246474+00:00,cnn,States Abortion Banned
Abrams warns Georgia businesses about abortion law,10,2022-06-27 01:01:08.806617+00:00,cnn,States Abortion Banned
The planet is baking. But what’s reality to this Supreme Court?,10,2022-07-01 01:00:54.765161+00:00,washingtonpost,Supreme Court
Greg Gutfeld: Roe v. Wade was a 'deeply flawed' ruling,10,2022-06-25 01:00:25.705523+00:00,foxnews,Roe Wade Justices
Analysis: Back to the drawing board: U.S. Supreme Court upends Biden climate agenda ,10,2022-07-01 01:01:35.457163+00:00,reuters,Epa Climate Court Supreme
"‘No Magic Bullet’ for Preserving Abortion Access, Biden’s Health Secretary Says",10,2022-06-29 01:00:32.310758+00:00,nytimes,Biden Administration Abortion
Democrats Weigh New Legislation in Response to Abortion Ruling,10,2022-06-28 14:01:02.842439+00:00,wsj,Democrats Midterms Abortion
Truck hits abortion rights protestors in Iowa,10,2022-06-26 01:00:36.552060+00:00,cnn,Pro Choice Arrested
U.S. Supreme Court sides with doctors challenging opioid convictions ,10,2022-06-28 01:01:33.928326+00:00,reuters,Opioid Fentanyl Drug Likely
Explainer: How would U.S. corporate abortion travel benefits work? ,10,2022-06-30 14:01:42.725913+00:00,reuters,Companies Travel Abortion Benefits
"In New York, anti-abortion centers outnumber abortion clinics.",10,2022-06-25 14:00:34.437725+00:00,nytimes,Abortion Clinic County
My pregnancy was unlucky. My abortion wasn’t.,10,2022-06-25 01:01:05.561244+00:00,washingtonpost,Trauma Abortion
These are the 16 states that protect abortion access under state law,11,2022-06-25 01:00:42.106363+00:00,cnn,States Abortion Banned
Michigan governor issues urgent plea to scrap pre-Roe abortion ban in state,11,2022-06-25 01:00:54.355291+00:00,washingtonexaminer,States Abortion Banned
Left attempting to delegitimize Supreme Court: GOP lawmaker,11,2022-06-26 14:00:27.740719+00:00,foxnews,Supreme Court
The Supreme Court rulings represent the tyranny of the minority,11,2022-06-26 01:00:53.511326+00:00,washingtonpost,Supreme Court
Biden slams Supreme Court EPA decision: 'I will not relent',11,2022-07-01 01:00:46.666350+00:00,washingtonexaminer,Epa Climate Court Supreme
"Arizona AG on Supreme Court border security case: Ruling is an 'effort to look nonpolitical,' is 'contrary to the law'",11,2022-07-01 01:00:25.505605+00:00,foxnews,Epa Climate Court Supreme
In pictures: Americans react after Supreme Court overturns Roe,11,2022-06-27 01:01:08.806617+00:00,cnn,Roe America
Jan. 6 Panel Zeroes In on Former White House Counsel Cipollone,11,2022-07-01 01:01:01.368489+00:00,wsj,Counsel Cipollone Subpoenas House
"Rioting over Roe threatened Arizona Senate, caused 'criminal damage': Authorities",11,2022-06-26 14:01:31.839384+00:00,washingtonexaminer,Senate Opponent State Assaulted
"Analysis: End of Roe v. Wade may not hurt Republicans in Congress, but it could sting them in the states",11,2022-06-26 01:00:36.552060+00:00,cnn,Democrats Roe Levin Mark
Dems are ‘clinging’ to January 6 and abortion like ‘mana from heaven’: Hannity,11,2022-07-01 14:00:27.050863+00:00,foxnews,Hannity Democrats Dems
Kamala Harris takes lead on White House abortion response after Dobbs,11,2022-06-29 14:00:45.469797+00:00,washingtonexaminer,Kamala Harris Tweet
They worship the same Jesus. But they have very different views on abortion,11,2022-06-25 14:01:00.246474+00:00,cnn,Vatican Praises Jesus
"Pro-life is not just opposing abortion, Vatican says after U.S. ruling ",11,2022-06-26 01:01:40.021496+00:00,reuters,Vatican Praises Jesus
Mark Levin on SCOTUS abortion ruling: 'We have 50 states for a reason',12,2022-06-27 01:00:26.601010+00:00,foxnews,States Abortion Banned
The Supreme Court radicals’ new precedent: Maximum chaos,12,2022-06-26 01:00:53.511326+00:00,washingtonpost,Supreme Court
The Supreme Court has undermined U.S. credibility on human rights,12,2022-06-29 14:00:53.621496+00:00,washingtonpost,Supreme Court
Former Gorsuch clerk on Roe v. Wade overturn: The justices followed the Constitution,12,2022-06-25 01:00:25.705523+00:00,foxnews,Roe Wade Justices
"For the fall of Roe v. Wade, thank Donald Trump",12,2022-06-27 01:01:24.602635+00:00,washingtonpost,Roe Wade Justices
Utah senator reacts to landmark Roe v Wade reversal,12,2022-06-25 14:00:25.790349+00:00,foxnews,Roe Wade Justices
'Outnumbered' on Supreme Court ruling to end Remain in Mexico policy,12,2022-07-01 01:00:25.505605+00:00,foxnews,Epa Climate Court Supreme
The Supreme Court’s radical abortion ruling begins a dangerous new era,12,2022-06-25 01:01:05.561244+00:00,washingtonpost,Court Abortion Ruling Supreme
See how women who support abortion rights are reacting to the news.,12,2022-06-25 01:00:44.957756+00:00,nytimes,America Appalling World Told
How the US compares to the world on abortion,12,2022-06-26 01:00:36.552060+00:00,cnn,America Appalling World Told
Scare at AZ Capitol as pro-abortion protesters disrupt Senate session,12,2022-06-26 01:00:46.245684+00:00,washingtonexaminer,Senate Opponent State Assaulted
VIDEO: Rhode Island Senate candidate says opponent assaulted her at Roe rally,12,2022-06-26 14:01:31.839384+00:00,washingtonexaminer,Senate Opponent State Assaulted
Overturning Roe isn’t what a partisan Republican would do,12,2022-06-30 14:00:59.569053+00:00,washingtonpost,Democrats Roe Levin Mark
Mark Levin pushes back on Democrats' Roe v Wade outrage,12,2022-06-27 14:00:21.237672+00:00,foxnews,Democrats Roe Levin Mark
Factbox: Companies offering abortion travel benefits to U.S. workers ,12,2022-06-25 01:01:50.376738+00:00,reuters,Companies Travel Abortion Benefits
Shifting U.S. abortion landscape: What you need to know right now ,12,2022-06-30 01:01:36.293582+00:00,reuters,Landscape New Confront Providers
They evoke the same Jesus. But they have very different views on abortion,12,2022-06-26 14:01:23.642074+00:00,cnn,Vatican Praises Jesus
Vatican praises US abortion decision: 'Challenges the whole world',12,2022-06-25 01:00:54.355291+00:00,washingtonexaminer,Vatican Praises Jesus
Explainer: How the U.S. Supreme Court could hobble Biden's climate efforts ,13,2022-06-29 01:01:34.544756+00:00,reuters,Epa Climate Court Supreme
'Outnumbered' responds to Meghan Markle's 'guttural' reaction to Supreme Court abortion ruling,13,2022-06-30 01:00:24.399246+00:00,foxnews,Court Abortion Ruling Supreme
Economy overrides abortion as battleground voter top concern post-Roe: Poll,13,2022-06-29 14:00:45.469797+00:00,washingtonexaminer,Democrats Midterms Abortion
Mike Huckabee on abortion: ‘Every human life has intrinsic worth and value’,13,2022-06-27 01:00:26.601010+00:00,foxnews,America Appalling World Told
The Supreme Court found a way to make our gun problem worse ,13,2022-06-25 01:01:05.561244+00:00,washingtonpost,Gun Ruling Laws
